CO2 emissions (kg per PPP $ of GDP),GDP per capita (current US$),"Life expectancy at birth, total (years)",Air Temp (Kelvin),Energy Access Ratio,Internet Penetration Ratio,Urbanization Ratio,Water Productivity vs. Crop Production Index,Freshwater Withdrawals to Water Productivity Ratio,Cropland Ratio,Crop production index (2014-2016 = 100),Country
0.551411329,4394.94715,71.822,274.13,0.504431436,24.60833782,2.178942684,0.279463391,0.04334576,4.41E-05,109.69,Mongolia
0.384254039,4738.828475,71.132,293.19,0.010693166,0.893483265,3.304407713,0.149478204,48.89443583,0.021682848,90.99,Libya
0.299036013,24907.00085,79.87073171,286.85,1,0.51183462,3.351988859,0.308273958,1.105609282,0.169653607,97.08,Spain
0.153640433,22103.70097,81.12195122,288.82,1,0.568865535,1.69803583,0.242947186,1.011951311,0.204471762,92.9,Portugal
0.057559266,384.7183451,55.553,301.43,0.097881588,0.033193181,0.193801781,0.095517503,5.658199624,0.001713033,58.2,Niger
0.428832057,16093.21484,77.487,292.46,1,0.266420687,2.194275858,0.551364166,0.223025017,0.278571429,177.97,Cyprus
0.04504927,250.6905884,50.368,295.38,0.075982178,0.003524287,0.191341331,0.298146638,0.028605701,0.163971934,122.5,Uganda
0.275917228,18064.15809,77.67073171,288.64,1,0.277366325,1.320562504,0.214574348,1.243827272,0.195084259,95.95,Portugal
0.042334941,452.9222361,48.648,300.14,0.053246712,0.245668567,0.631161713,0.303150014,0.001672226,0.015546055,101.43,Central African Republic
0.12458035,97503.54078,80.59268293,280.33,1,6.937642261,3.656794263,1.146303271,0.00625786,0.004488681,107.08,Norway
0.117582045,1185.682318,69.558,294.49,0.36596218,0.173046794,0.252395206,0.028760323,1.486899951,0.051443824,112.05,Nepal
0.27440274,3851.331012,68.603,286.19,0.896816612,0.140005088,1.118195298,0.034683275,48.46780209,0.047240618,88.59,Azerbaijan
0.05506632,584.3628673,64.119,294.76,0.160714286,0.067155623,0.207350349,0.06372225,1.054289201,0.03539823,125.13,Malawi
1,27278.88305,78.316,297.69,0.01,0.115735531,15.05909748,1.035358384,0.12976705,0.153452685,103.61,Puerto Rico
0.15336481,15742.39134,74.12439024,280.71,1,2.366694759,2.120319521,1.894508689,0.006386534,0.003205128,82.21,Latvia
0.976812395,1082.286025,68.765,287.67,0.857339023,0.144989902,0.999560097,0.015111502,287.4569855,0.013674884,69.87,Uzbekistan
0.343807418,30751.58969,76.79268293,281.44,1,0.320651347,5.734006734,4.204939989,0.0313562,0.002989537,89.27,Denmark
0.136857506,1905.638313,74.054,298.3,0.644393233,0.811118837,1.424830262,0.087078887,0.079137893,0.056465943,118.2,Nicaragua
0.290967573,17219.04868,75.342,299.48,1,0.092195812,0.480406816,0.398525254,1.207166737,0.0625,181.88,Barbados
0.199628851,3668.212084,68.973,298.38,0.543229167,0.108949254,1.052376652,0.03810206,2.551277743,0.389380531,99.52,Indonesia
0.225942343,13664.20884,76.47560976,284.41,1,0.736775226,1.229902999,0.791362071,0.023631635,0.062977958,95.74,Croatia
0.550785523,6734.475153,65.402,290.78,1.014218009,1.20294227,1.928257687,0.155333436,2.374580259,0.004286856,117.28,South Africa
0.082877312,5861.389724,73.191,297.29,0.655381012,3.197223648,1.547770701,0.150549611,0.137430711,0.005018261,99.68,Paraguay
0.277106156,18224.89059,77.067,299.24,1,0.126807014,0.452369541,0.599259431,1.271673534,0.1,114.82,Barbados
0.130927824,1038.320717,68.885,285.71,0.753229154,0.27522027,0.362193677,0.006797195,24.1783337,0.028490148,101.56,Tajikistan
0.257806157,3022.462884,67.163,296.42,0.90072351,3.433381389,2.129596595,0.156630872,0.045644026,0.006180043,96.23,Bolivia
0.175741686,19849.71777,57.074,296.2,0.33719649,0.051309033,1.684203463,8.033927227,0.000106554,0.303998351,88.96,Equatorial Guinea
0.087891261,260.443473,51.071,301.42,0.304819796,0.003522974,0.227596366,0.176928742,0.683298771,0.006622517,45.13,Burkina Faso
0.285240891,32294.04886,78.63170732,282.9,1,0.433865346,1.461538462,0.929421936,0.071507099,0.02460809,97.56,Austria
0.727500195,1819.525792,68.55365854,279.64,1.061816241,0.922973451,2.498338289,0.200313755,0.295708629,0.013354106,87.31,Belarus
0.072375433,758.2976902,65.412,291.52,0.127106381,0.161470507,0.262036675,0.074025667,1.102483524,0.045273461,105.94,Ethiopia
0.0570827,85656.32267,83,283.14,1,0.431611884,2.833620855,4.124787287,0.009854052,0.016750014,103.77,Switzerland
0.35484005,5823.637943,71.49,293.09,0.010892216,1.092940871,3.332567913,0.160864304,49.16171165,0.021774456,86.18,Libya
0.139438354,1161.53435,68.979,294.49,0.340715503,0.143819112,0.24595066,0.028536591,1.585883705,0.051443824,105.88,Nepal
0.121373696,1477.452905,66.797,298.73,0.556693709,0.512554617,0.452242989,0.026997792,1.275396494,0.116082411,96.24,Myanmar
0.171078946,6017.178488,57.64,295.47,0.907413646,4.915650599,0.77597812,0.345321681,0.132961547,0.000231905,99.67,Namibia
0.14958063,9328.065857,76.623,290.92,1.012306048,2.061758458,15.66111296,0.190883292,0.334181532,0.002248876,62.23,Uruguay
0.182225864,3902.661675,70.338,298.6,0.796873414,0.280535451,1.23838836,0.039811649,2.457378074,0.401284109,112.73,Indonesia
0.11508702,442.5590549,51.961,296.57,0.199571985,0.031967743,0.432295397,0.082478142,0.147184843,0.006446702,92.68,Mozambique
0.320009368,25420.33729,79.54878049,283.7,1,3.98412205,6.289161018,0.402301293,0.042231465,0.00529857,79.25,New Zealand
0.164164327,46412.13648,81.63170732,279.75,1,4.826166325,5.814310051,1.154714753,0.019869004,0.001321586,93.69,Finland
0.150117937,1715.388838,64.155,302.84,1.131443299,3.164639436,1.008153102,0.039856502,77.64748498,0.000277351,108.91,Mauritania
0.090838055,61126.9432,81.95609756,280.26,1,4.021624896,6.110352673,2.123474352,0.007765607,0.001501937,88.68,Sweden
0.449174599,20252.23828,77.788,292.28,1,0.277934323,2.179953573,0.598662016,0.213975908,0.266233766,169.52,Cyprus
0.070839769,183.5327752,56.454,286.7,0.622629037,0.000141669,0.286355626,0.005835919,115.4768723,0.001986597,63.83,Afghanistan
0.038564057,392.3557148,50.597,299.49,0.045950495,0.063997354,0.589825119,0.019730602,29.16824009,0.000633943,95.51,Somalia
0.078150563,2917.996281,62.694,301.47,0.143408291,1.302604485,3.558300666,0.955535031,0.039258718,0.013619271,168.83,Djibouti
0.292030556,1500.363403,67.18,290.76,1.272695328,0.021156957,1.158056023,0.076034212,10.70822034,0.029041818,58.05,Morocco
0.274019683,4003.404746,75.215,292.29,0.99948147,0.500267847,9.53296819,0.405165002,3.041945711,0.081335135,107.5,Jordan
1.218935012,911.9068604,68.27560976,282.77,0.92888464,0.022522012,2.056514962,0.084850758,6.554905725,0.022055271,55.48,Ukraine
0.062136192,417.1022634,52.044,295,0.317251376,0.002841851,0.177218468,0.0961505,2.165182184,0.025096525,40.38,Malawi
0.103358268,82792.84271,82.75853659,280.21,1,6.6322352,4.633168094,2.101374812,0.004673062,0.003115748,71.74,Norway
0.284369873,739.0039465,66.758,298.17,0.090424299,0.017456328,0.747732317,0.054688158,1.745420258,0.343815514,62.33,Indonesia
0.31438606,41525.1389,79.223,301.68,1,0.720801032,5.98031551,1.391312109,11.65746784,0.101097179,104.59,United Arab Emirates
0.553751618,3690.756778,69.865,272.95,0.499407822,11.44507736,2.154275621,0.237267665,0.052099309,4.40E-05,107.49,Mongolia
0.495746927,31440.22071,75.565,300.31,1,0.298458336,30.9284802,3.553653028,1.801947212,0.045317221,55.26,Qatar
0.271252436,48799.74423,77.84390244,282.01,1,0.610691305,6.070135747,4.954754574,0.023487799,0.002585888,90.11,Denmark
0.098504342,852.8901883,58.316,299.87,0.084579298,0.026604587,3.303111149,1.783198493,0.045348192,0.013627278,78.32,Djibouti
0.330806548,32820.78863,81.69073171,283.93,1,0.133262084,4.448700485,0.422253588,0.414243255,0.072223389,112.28,Japan
0.449384185,6024.491546,77.093,284.77,0.42,1.055886678,0.932180466,0.45581097,0.015103814,0.045228403,127.66,Bosnia and Herzegovina
0.284157931,31105.02734,79.665,293.54,1,0.433419198,2.081759068,0.977731352,0.23911259,0.261135371,110.17,Cyprus
0.151522711,665.8784476,61.104,298.46,0.017316017,0.453703509,1.066756226,0.20835398,0.003314325,0.10235205,105.64,Liberia
0.393440153,76544.91709,79.12195122,282.01,1,0.370240725,6.234319612,6.550756937,0.006323437,0.0078125,130.12,Luxembourg
0.179558059,5859.381545,72.221,297.3,0.898886761,0.185362354,2.972510229,0.101972671,3.755699632,0.166875261,79.3,Dominican Republic
0.367129033,2643.169309,73.373,291.52,1.011133603,0.27262095,4.672471496,0.471637781,4.351248989,0.084085955,66.59,Jordan
0.198054767,42976.64959,81.40487805,284.8,1,4.906868778,6.257420713,0.20478238,0.140196178,0.006392941,92.74,New Zealand
0.234865564,18083.87791,81.03658537,288.03,1,0.796148177,3.554978592,0.188833093,0.864947474,0.179222455,104.59,Greece
0.713430281,11633.99856,68.69,277.56,0.921366058,8.250477345,1.320185615,0.064610016,4.756661767,0.000540121,110.99,Kazakhstan
0.579233576,850.7752709,43.233,286.53,2.463972898,0.039615304,0.286157091,0.381616277,0.021991685,0.001718951,99.79,Lesotho
0.42438765,1141.361038,49.002,286.7,1.283268925,0.219582157,0.353198284,0.465752473,0.016304988,0.00177612,110.28,Lesotho
0.284956073,2529.259422,65.596,299.33,0.842528223,1.461551792,1.999760019,0.087249131,0.125545007,0.074534161,59.29,Suriname
0.075467861,325.460301,58.57,295.2,0.081081081,0.007743985,0.377239736,0.008268009,6.526231057,0.0146904,73.62,Madagascar
0.102992232,249.5550099,53.368,292.77,0.013562631,0.001027683,0.203427361,0.177968013,0.136473672,0.138580931,91.48,Rwanda
0.040878354,534.1269771,60.899,294.66,0.193277311,0.033356811,0.192349883,0.06249348,1.271789083,0.03539823,105.77,Malawi
0.11440287,574.7697436,53.164,296.4,0.206318902,0.056155676,0.445755263,0.094995997,0.145168956,0.006373862,87.12,Mozambique
0.428519532,30666.22066,79.685,300.22,1,0.399416922,inf,1.231317767,0.006726895,0.04,120.73,Kuwait
0.079748775,19026.04961,77.611,291.11,1.002004008,4.122742599,20.43163309,0.250541678,0.243083693,0.002748259,65.18,Uruguay
0.475210655,2753.971058,70.475,288.17,0.850918227,0.602502963,1.030456853,0.015425555,215.8703645,0.014913105,101.34,Uzbekistan
0.236235587,3180.170654,70.048,289.99,1.136983147,0.466968033,1.319432203,0.093646532,5.507949303,0.030986291,77.77,Morocco
0.246808512,5495.377084,67.882,298.97,0.814729574,8.386465455,0.358954149,0.032385403,0.203744737,0.024753496,90.85,Guyana
0.136630382,1,66.577,298.33,0.216561492,0.046651194,0.651554939,0.038698419,5.335457529,0.000263435,100.67,Eritrea
0.33931608,7650.931864,74.106,294.54,0.854979492,0.229227845,3.059265273,0.161623515,1.464752642,0.023688409,74.67,Mexico
0.224990382,992.7452801,48.767,300.35,0.017359744,0.008565389,0.618437237,0.292525493,0.2251595,0.097251255,77.75,Nigeria
0.055582711,386.5295864,66.329,294.28,0.317208602,0.007566299,0.18738052,0.025030023,2.68269486,0.032405185,71.36,Nepal
0.231525517,61353.10656,80.09512195,282.67,1,1.002612426,1.573406418,3.119669261,0.005140902,0.000583279,94.61,Ireland
0.094436193,716.482616,58.855,298.35,0.084539313,0.002842797,0.637599279,0.141302093,1.280007381,0.167664671,58.12,Haiti
0.864888812,1053.112272,72.606,284.71,0.428930923,0.019560413,0.589648211,0.085728201,3.603549687,0.021420009,63.47,China
0.181009548,165.2586951,60.98,298.11,0.066531781,0.000335154,0.380738695,0.008499181,5.357225938,0.07457658,72.78,Myanmar
0.23945705,45339.58512,76.909,301.07,1,0.753842555,4.763024435,0.55090169,18.60094653,0.349053101,180.5,United Arab Emirates
0.342767218,16874.18749,78.84634146,284.22,1,3.939864037,6.225955633,0.442623247,0.036079158,0.004793785,74.64,New Zealand
0.078067781,4360.429101,71.384,296.14,0.55648708,1.004308656,1.416159273,0.216730126,0.105999833,0.005056206,67.93,Paraguay
0.206905789,12790.26406,76.308,290.21,0.999001578,4.455573767,10.9431506,0.151934636,0.835344358,0.008759336,101.7,Argentina
0.140685851,362.9061593,51.405,300.27,0.502735395,0.028943827,0.597112421,0.059992191,0.271141277,0.36313194,67.24,Guinea-Bissau
0.172304289,2811.45945,72.695,297.38,0.854334849,0.242919751,3.101722724,0.22314214,0.0247737,0.034677172,82.28,Colombia
0.179970901,36470.21284,80.81219512,285.32,1,0.403342731,3.420280246,0.735968172,0.22773131,0.037410406,96.12,France
0.241478041,109419.747,80.63658537,282.37,1,0.451554397,7.458805617,9.222752019,0.004243561,0.011935731,120.09,Luxembourg
0.199976423,770.8433394,63.731,298.29,0.384152133,0.028139049,0.519387383,0.013128951,296.6738902,0.02255431,84.23,Pakistan
0.350736031,937.2979905,64.788,298.8,0.500422886,0.259078268,0.400677928,0.023549639,0.372390817,0.024884,76.87,Guyana
0.486190028,4735.484753,70.20731707,280.96,1.055953944,0.418070218,2.741534778,0.268131853,0.177206284,0.013571108,101.69,Belarus
0.327930374,7686.629222,74.86097561,285.74,0.010489524,0.792878907,2.747142804,0.086564175,2.925170488,0.027027027,102.83,Bulgaria
0.129748969,42602.71797,82.2195122,284.37,1,0.679609156,3.792715073,0.920955865,0.154321964,0.03463232,95.54,France
0.252944051,9451.85087,74.96341463,285.54,0.010131749,1.001095806,3.00128041,0.094263436,2.535899458,0.030417495,108.07,Bulgaria
0.302868873,3751.737305,71.18512195,284.25,0.952,0.985156265,2.290339563,0.102815104,1.654964133,0.020648253,100.89,Ukraine
0.108241742,683.534476,56.967,300.35,0.081357001,0.046697232,0.680898272,0.060373243,0.198580175,0.330681707,91.23,Guinea-Bissau
0.240774287,110885.9914,80.63170732,281.17,1,0.46019565,7.731336768,10.80894749,0.004194855,0.011446886,104.98,Luxembourg
0.383740636,18518.37884,78.84146341,287.36,1,0.209956561,2.800691726,0.240279134,0.656592221,0.137178866,102.42,Greece
0.094332324,723.504205,58.363,301.69,0.02393617,0.695888446,0.666416704,0.026077919,3.420460328,0.003640688,96.9,Mali
0.153341845,1322.314783,66.269,297.44,0.518599283,0.064245948,0.591469722,0.015920484,204.0516678,0.021594096,106.11,Pakistan
0.253132865,22641.80512,80.12439024,284.19,1,0.66934937,1.132559925,0.534298305,0.111239177,0.084947449,83.63,Slovenia
0.617592857,12639.40007,72.69146341,279.58,1,1.998937415,2.185423502,0.228660556,1.107165139,0.009905398,54.38,Estonia
0.17799148,46039.10593,81.56097561,283.93,1,0.178748142,9.678056594,0.998451552,0.748035213,0.020936639,97.66,Netherlands
0.08134205,298.2498816,48.206,301.26,0.587212601,0.043857816,0.277710343,0.084178783,1.152074944,0.000614376,59.63,Chad
0.178019635,1,58.298,297.47,0.128669024,0.006474337,0.378454752,0.048031126,3.588634828,0.000398301,94.39,Eritrea
0.295913541,22974.27735,74.612,299.45,1,2.334943275,2.858024691,0.562378472,2.44153116,0.025391161,73.35,Oman
0.834179499,1244.373185,68.50731707,280.18,1.060253491,0.087863207,2.385011171,0.191405478,0.352618557,0.013475022,78.91,Belarus
0.667295532,6251.877175,56.022,290.46,0.894993895,0.202238396,1.574267621,0.217158824,1.514267768,0.003913169,97.99,South Africa
0.211999724,1391.53219,66.072,300.63,0.522807018,0.185512174,0.818810134,0.087959001,1.429169349,0.00766802,74.26,Senegal
0.152531159,54659.6403,81.08780488,281.56,1,0.362597019,2.766762091,2.053928712,0.026152258,0.015001288,111.3,Switzerland
0.068295447,203.5264888,49.841,301.12,0.107767244,0.011074194,0.194172439,0.137326492,4.45625381,0.000789474,40.61,Niger
0.251633189,30748.32019,74.748,299.83,1,1.142911279,3.533502584,1.468749786,0.007498944,0.447761194,98.27,Brunei Darussalam
0.190229322,439.1275464,55.311,300,0.028153264,0.010298137,0.510779411,0.288653555,0.070135057,0.037790698,72.59,Togo
0.122525645,772.1668775,60.039,301.81,0.585227273,0.121077216,0.428163382,0.157487332,0.35682738,0.011776332,116.45,Burkina Faso
0.207867968,2571.982341,51.083,296.24,0.950329698,1.444129935,0.531604662,0.310185073,0.208146811,0.0001288,70.88,Namibia
0.377427167,7431.014045,74.31463415,285.56,0.010556687,0.771194776,2.700277521,0.109769107,3.177055513,0.031036502,78.03,Bulgaria
0.055507663,478.0280765,53.946,294.38,0.296936009,0.006747581,0.179732201,0.072045293,1.88684928,0.027081244,61.84,Malawi
0.250408651,3099.59197,63.553,294.66,0.928644241,0.014191958,2.212644971,0.015817171,78.80066227,0.020787746,120.78,Iraq
0.103799113,117370.4969,82.14390244,284,1,0.403563943,10.7000117,15.33401377,0.003480631,0.011768178,89.56,Luxembourg
0.205982696,8930.729912,74.41219512,284.59,1.022857356,0.52613909,1.172685004,0.357619716,0.600263245,0.032476516,71.25,Romania
0.178083395,3839.785075,69.936,298.53,0.76115753,0.22953253,1.205509362,0.039299791,2.58452998,0.401284109,108.58,Indonesia
0.174796183,13847.33794,73.77804878,279.33,1,2.236637784,2.114973678,1.196975098,0.014404113,0.003259098,84.98,Latvia
0.168099802,1900.723817,51.57,295.6,1.446602591,0.073283555,1.272727273,1.275125332,0.007163661,0.005830705,52.2,Angola
0.28501117,15756.19362,75.046,297.8,1,2.442823252,4.384159802,0.14924479,45.00887293,0.001318555,139.36,Saudi Arabia
0.277127203,50933.02161,78.94390244,283.22,1,0.689079846,1.530172305,2.804623491,0.006269832,0.00069735,92.73,Ireland
0.03671573,352.226855,50.902,300.03,0.052165828,0.324304706,0.65735784,0.213905911,0.002295443,0.015748031,104.72,Central African Republic
0.333657386,27179.34442,74.795,299.71,1,1.146152683,3.597701149,1.484794769,0.007414891,0.447761194,98.31,Brunei Darussalam
0.397384513,1711.714461,65.482,298.91,0.813157909,0.980836754,1.98659021,0.067290899,0.144994805,0.093023255,68.43,Suriname
0.267526729,9502.858816,55.464,296.54,0.315415714,0.037296901,1.366303833,5.933618141,0.000155851,0.344861563,82.35,Equatorial Guinea
0.12118745,52869.04429,81.45121951,278.37,1,3.90915765,5.691648822,2.1251493,0.009321679,0.000943488,79.38,Sweden
0.136630382,1,65.067,298.09,0.213829463,0.033049824,0.586772663,0.038942121,5.335457529,0.000263435,100.04,Eritrea
0.091619688,1345.475055,64.255,298.67,0.0902298,0.080191581,1.282688093,0.140353521,1.043854495,0.152173913,76.09,Haiti
0.350739898,3844.561348,61.27,297.34,0.856590127,0.265761488,3.909903275,1.122256227,0.000948306,0.082043996,71.08,Gabon
0.214627217,6947.817841,65.422,295.62,0.939128946,13.40875391,2.272893893,0.571631152,0.110203279,7.73E-05,134.93,Botswana
0.303689953,717.677305,57.011,300.33,0.083206695,0.022100689,0.588764259,0.202352003,0.108798325,0.056087551,88.08,Togo
0.132210654,1043.899886,59.72,298.91,0.021327014,0.445858286,0.57480315,0.114515214,0.029025074,0.048275862,118.48,Guinea
0.192676138,39986.92863,84.56,284.45,1,0.260452495,11.16841081,0.580677163,0.327172932,0.061299177,95.97,Japan
0.10634426,1426.065481,60.233,300.02,0.373136425,0.410677208,1.23109703,0.296496468,0.01288711,0.158974359,104.34,Cameroon
0.37645484,20437.76538,78.09268293,279.28,1,2.858984192,2.196624365,0.134936526,1.003405101,0.00712831,103.72,Estonia
0.234074559,233.094087,65.552,284.58,0.471,0.001354688,0.360673806,0.005285693,59.81785956,0.021322889,58.57,Tajikistan
0.127497942,4485.752384,72.726,297.99,0.480840719,0.272047079,1.043067871,0.209760852,0.148673201,0.306794606,97.61,Guatemala
1,22935.94116,77.415,298.06,0.01,0.059306586,15.82368775,1.010743583,0.125918297,0.188968335,110.9,Puerto Rico
0.782422092,1479.383417,68.05609756,280.91,1.062141187,0.184025921,2.441037817,0.195848692,0.326038944,0.013518006,82.2,Belarus
0.559099295,12819.99594,76.088,299.52,1,0.017126287,7.600670852,0.784340912,100.0603285,0.347826087,81.52,Bahrain
0.144457258,801.7786831,61.593,303.01,1.454728118,0.168416409,0.701519457,0.052074488,117.4193218,0.000277351,54.91,Mauritania
0.43874245,2124.662598,71.1895122,283.57,0.951,0.627150699,2.232166521,0.103980017,1.654248086,0.021489833,96.11,Ukraine
0.256458533,2468.436815,70.331,297.19,0.954420688,0.04736137,1.941436009,0.125355461,3.133632555,0.165494415,57.78,Dominican Republic
0.066473007,311.7931266,60.57,295.11,0.068610891,0.017568643,0.404770601,0.007283424,6.219802347,0.014672438,88.15,Madagascar
0.31663472,1559.863772,69.074,298.58,0.534452128,0.030704282,0.478939896,0.029702199,14.88535467,0.072331523,101.28,India
0.140365077,394.995798,52.15,300.34,0.307882551,0.037746562,0.606993636,0.058416945,0.263855175,0.358731525,70.96,Guinea-Bissau
0.145012878,1646.130447,63.105,303.45,1.213443769,1.205687095,0.872238448,0.045470404,91.77310768,0.000277001,80.77,Mauritania
0.208619956,15816.8204,76.5,283.34,1,0.671926501,1.502690392,0.599555437,0.250274774,0.024203029,107.76,Poland
0.230131724,6690.044786,72.242,299.55,0.958846585,14.76124056,1.94941749,0.095175494,0.072895832,0.059523809,89.67,Suriname
0.142828162,3952.803584,78.644,286.92,0.76115223,0.54120817,1.349292863,0.123881636,0.276324667,0.068977263,99.91,Albania
0.188664662,8410.39798,60.821,296.69,0.36170694,0.507365421,2.526839247,5.617419381,0.000132948,0.26126032,101.97,Equatorial Guinea
0.376696741,65689.32145,77.72682927,282.71,1,0.310955413,6.014098338,7.416633029,0.006932859,0.0078125,107.51,Luxembourg
0.274524327,7802.751368,79.229,287.4,0.010026291,0.118303969,7.407600471,0.281028273,1.369996138,0.198496241,98.05,Lebanon
0.333563217,18098.90854,77.61219512,282.5,1,0.47126501,1.063259537,0.369593188,0.118713223,0.055009823,112.75,Slovenia
0.190203164,16467.14369,72.4195122,280.98,1.003270165,1.812232674,2.108872723,1.68769313,0.011009674,0.003835616,72.69,Latvia
0.077288606,358.1108537,58.714,292.4,0.017524582,0.020989551,0.203615661,0.15949214,0.182651843,0.138661638,99.97,Rwanda
0.215816331,4816.650846,68.752,298.58,1.00076665,0.506501385,0.830295044,0.167511259,0.044230872,0.210526316,89.33,Belize
0.281993588,14848.60206,74.81,297.72,1,1.648040958,4.320280911,0.144733385,46.54857463,0.001289773,140.02,Saudi Arabia
0.490710868,13682.76361,73.126,299.25,1.01010101,0.16218988,1.184026034,0.736708693,0.121378458,0.407407407,95.27,Trinidad and Tobago
0.36893877,6219.473213,74.71731707,285.55,1.000053103,0.230812868,1.164970773,0.858368038,0.02015723,0.059271804,87.92,Croatia
1.28949821,807.8019409,67.83707317,282.25,0.926397995,0.014748047,2.047201146,0.077782749,7.434355649,0.02232693,55.37,Ukraine
0.880839879,1658.031146,65.95,278.76,0.864642821,0.304286633,1.285400859,0.054979391,9.336438128,0.000576196,67.39,Kazakhstan
0.112656398,26959.67544,82.33170732,288.11,1,0.98302243,4.211047421,0.346531885,0.645103994,0.19152608,116.74,Spain
0.296636386,23945.51231,76.626,297.55,1,4.131064981,4.793742758,0.238494142,31.22001924,0.001309905,120.1,Saudi Arabia
0.309895316,35397.36328,78.981,292.76,1,0.357879878,2.109356052,1.216157803,0.152952595,0.275086505,110.62,Cyprus
0.045175634,501.197173,59.729,294.56,0.255555556,0.029711119,0.189994526,0.06930134,1.343330652,0.026785714,90.3,Malawi
0.261337618,49145.28043,83.09609756,283.67,1,0.227036471,10.29688206,0.524508062,0.352892122,0.066608046,101.23,Japan
0.333302708,624.0353213,61.761,295.84,0.450480323,0.108510307,0.151105637,0.420669532,0.00146618,0.588235294,74.48,Papua New Guinea
0.186717926,2305.170507,72.361,297.58,0.848784055,0.199670548,3.03404736,0.228119439,0.023475485,0.035314261,80.56,Colombia
0.325496145,16489.79582,75.712,299.97,1,0.101899815,0.467782181,0.477576053,1.293447876,0.066666667,141.65,Barbados
0.076544221,507.6024956,58.994,301.85,0.097902098,0.065962079,0.193545307,0.078727198,6.82082157,0.0022481,71.06,Niger
0.204545307,19756.99046,81.78780488,288.67,1,0.86756999,3.775093114,0.198324049,0.882607882,0.182564169,99.7,Greece
0.051808639,706.139034,64.009,292.12,0.028571429,0.018260368,0.203992439,0.127486583,0.270462282,0.137685669,130.02,Rwanda
0.297397234,1559.886044,70.376,295.91,0.535703212,0.132723963,0.996207206,0.114543113,0.170354674,0.129746835,90.84,Honduras
0.350344282,43596.13554,81.81560976,277.87,1,22.60048677,4.335894563,0.442174981,0.028778595,0.003087005,98.52,Canada
0.182061808,2889.685887,71.576,299.61,0.824513455,0.041193803,1.822466836,0.13717848,0.569891604,0.174710122,109.77,El Salvador
1,7914.771494,73.35,291.07,0.993912338,0.074016611,1.180834824,0.012141373,100.5384528,0.066080565,162.47,Syrian Arab Republic
0.264512983,1425.124219,75.89,286.31,0.440623565,0.003503177,0.769942831,0.07910701,1.499518854,0.106140351,52.12,Albania
0.096822313,1539.130547,60.833,300.04,0.354522399,0.81242868,1.356267672,0.339816118,0.011540691,0.158974359,101.66,Cameroon
0.215766727,52133.09062,80.1902439,282.59,1,1.023467343,1.586786694,3.307082863,0.005615438,0.000653037,83.19,Ireland
0.139590376,740.2761913,67.742,285.79,0.694393681,0.212094578,0.360914535,0.006692075,31.46107559,0.028134659,81.21,Tajikistan
0.10353379,2180.029684,64.122,299.58,0.319651741,0.31694256,1.275830678,0.358094815,0.118086116,0.20780288,113.06,Ghana
0.157765575,44846.7916,82.64878049,293.47,1,0.211647802,12.48981519,2.956330406,0.617079373,0.156868812,93.26,Israel
0.058996658,823.0247328,62.991,295.63,0.01937046,0.028095882,0.322069303,0.506612981,0.026273538,0.1526188,122.71,Uganda
0.064134289,462.4042288,65.182,295.25,0.040625,0.282741231,0.626915693,0.008769405,4.388684617,0.01467172,103.76,Madagascar
0.239337357,3569.718839,75.845,291.16,0.998,0.730012759,2.188978889,0.147985464,6.262157648,0.24489377,90.7,Tunisia
0.179993407,18659.41604,58.412,296.29,0.354009077,0.281826299,2.075787402,7.48745005,0.000108374,0.289885081,93.85,Equatorial Guinea
0.054278478,765.2418886,63.329,298.92,0.196721311,0.003306575,0.4061731,0.012397835,2.411279322,0.112246527,110.85,Myanmar
0.183030137,51442.27625,80.98292683,283.12,1,0.774297027,1.331817652,0.956863387,0.059368985,0.023682588,111.7,Austria
0.076693228,61274.00646,84.46585366,299.98,1,0.011618249,inf,6.638577642,0.123194453,0.151515151,101.63,Singapore
0.272029494,107475.3203,79.38292683,282.82,1,0.423290305,6.942180923,10.0883898,0.004588708,0.015267176,107.49,Luxembourg
0.140234082,7080.778297,60.53,294.27,1.119459053,2.390103827,1.767400028,0.571946612,0.133576409,7.71E-05,107.55,Botswana
0.554089248,3557.200606,70.806,298.31,0.919824917,0.031864632,1.102474613,0.102212263,1.004980281,0.232067511,110.09,Jamaica
0.439178642,44659.89514,80.54365854,276.89,1,19.954413,4.100999796,0.481754083,0.043261552,0.002799627,69.56,Canada
0.043224448,387.6079944,54.857,299.87,0.039030965,0.080218392,0.761959299,0.015314277,33.97939394,0.000566572,105.63,Somalia
0.262947006,1936.090088,67.915,290.48,1.233055356,0.050456624,1.188998096,0.058861411,10.55823929,0.026590232,79.25,Morocco
0.164396547,2354.12148,71.462,296.5,0.526922462,0.48075077,1.401479311,0.128562999,0.12844659,0.164055825,107.34,Honduras
0.301408378,1590.174322,69.636,298.81,0.551704545,0.033488285,0.487586094,0.033249259,13.78321391,0.072352859,97.71,India
0.217689244,4159.671408,76.044,292.02,1,0.581669589,10.36751165,0.517196711,3.109897806,0.076893391,85.86,Jordan
0.214882959,29627.92426,79.11463415,285.55,1,0.318035288,3.279356385,0.722797653,0.251509629,0.03778619,89.99,France
0.262188507,48760.07895,82.59121951,283.83,1,0.225413034,10.19695443,0.520631411,0.359676957,0.0673098,100.33,Japan
